,Date,Price
190,11/1/85,63.269
191,12/1/85,68.93142857
192,1/1/86,69.95181818
193,2/1/86,74.54421053
194,3/1/86,76.8415
195,4/1/86,77.62772727
196,5/1/86,77.69428571
197,6/1/86,80.92
198,7/1/86,76.19727273
199,8/1/86,75.30714286
200,9/1/86,74.3247619
201,10/1/86,74.76913043
202,11/1/86,78.3
203,12/1/86,86.40636364
204,1/1/87,94.15761905
205,2/1/87,100.8394737
206,3/1/87,106.6445455
207,4/1/87,105.2952381
208,5/1/87,93.2605
209,6/1/87,54.08181818
210,7/1/87,56.13954545
211,8/1/87,62.63714286
212,9/1/87,60.8952381
213,10/1/87,53.08136364
214,11/1/87,44.996
215,12/1/87,43.82636364
216,1/1/88,44.8775
217,2/1/88,43.4155
218,3/1/88,43.25304348
219,4/1/88,40.7965
220,5/1/88,39.91904762
221,6/1/88,43.16090909
222,7/1/88,42.8835
223,8/1/88,40.61086957
224,9/1/88,42.29428571
225,10/1/88,43.77047619
226,11/1/88,44.03190476
227,12/1/88,45.22285714
228,1/1/89,45.40666667
229,2/1/89,46.83842105
230,3/1/89,45.03681818
231,4/1/89,46.4775
232,5/1/89,51.03
233,6/1/89,54.05272727
234,7/1/89,54.7525
235,8/1/89,57.61086957
236,9/1/89,56.646
237,10/1/89,56.67363636
238,11/1/89,57.03238095
239,12/1/89,63.421
240,1/1/90,63.915
241,2/1/90,61.75842105
242,3/1/90,63.21772727
243,4/1/90,65.0055
244,5/1/90,67.28818182
245,6/1/90,69.56428571
246,7/1/90,72.46761905
247,8/1/90,65.16826087
248,9/1/90,58.23315789
249,10/1/90,53.23043478
250,11/1/90,53.57809524
251,12/1/90,56.614
252,1/1/91,56.80409091
253,2/1/91,67.17578947
254,3/1/91,68.055
255,4/1/91,72.42909091
256,5/1/91,72.50863636
257,6/1/91,74.88
258,7/1/91,73.67318182
259,8/1/91,73.13863636
260,9/1/91,70.304
261,10/1/91,69.49826087
262,11/1/91,67.98
263,12/1/91,68.03952381
264,1/1/92,76.94136364
265,2/1/92,78.00421053
266,3/1/92,77.765
267,4/1/92,76.09952381
268,5/1/92,77.2465
269,6/1/92,76.61181818
270,7/1/92,76.86090909
271,8/1/92,75.32
272,9/1/92,76.61047619
273,10/1/92,76.10590909
274,11/1/92,79.203
275,12/1/92,84.45818182
276,1/1/93,84.985
277,2/1/93,84.87315789
278,3/1/93,87.4426087
279,4/1/93,92.16380952
280,5/1/93,92.5115
281,6/1/93,94.35545455
282,7/1/93,97.61666667
283,8/1/93,98.45363636
284,9/1/93,96.86142857
285,10/1/93,96.68238095
286,11/1/93,96.2352381
287,12/1/93,102.8495455
288,1/1/94,106.242381
289,2/1/94,107.5642105
290,3/1/94,104.1113043
291,4/1/94,97.26789474
292,5/1/94,70.63047619
293,6/1/94,47.89409091
294,7/1/94,48.034
295,8/1/94,48.99173913
296,9/1/94,49.66285714
297,10/1/94,48.54380952
298,11/1/94,48.13333333
299,12/1/94,48.5747619
300,1/1/95,51.06190476
301,2/1/95,52.99
302,3/1/95,54.12173913
303,4/1/95,54.98947368
304,5/1/95,57.26318182
305,6/1/95,57.15545455
306,7/1/95,58.841
307,8/1/95,58.20304348
308,9/1/95,61.2835
309,10/1/95,63.22772727
310,11/1/95,65.29666667
311,12/1/95,70.892
312,1/1/96,72.83954545
313,2/1/96,78.1795
314,3/1/96,77.06952381
315,4/1/96,78.40904762
316,5/1/96,79.97590909
317,6/1/96,85.785
318,7/1/96,83.15090909
319,8/1/96,85.03181818
320,9/1/96,87.2105
321,10/1/96,94.35608696
322,11/1/96,101.6545
323,12/1/96,99.9147619
324,1/1/97,102.4804545
325,2/1/97,105.5173684
326,3/1/97,103.6415
327,4/1/97,102.9018182
328,5/1/97,78.68047619
329,6/1/97,64.42142857
330,7/1/97,70.73727273
331,8/1/97,66.37047619
332,9/1/97,67.62952381
333,10/1/97,68.54173913
334,11/1/97,69.56473684
335,12/1/97,73.55272727
336,1/1/98,74.528
337,2/1/98,77.51157895
338,3/1/98,79.76272727
339,4/1/98,85.84380952
340,5/1/98,84.0585
341,6/1/98,85.91681818
342,7/1/98,92.82863636
343,8/1/98,88.5952381
344,9/1/98,80.26095238
345,10/1/98,79.99318182
346,11/1/98,90.1985
347,12/1/98,93.94954545
348,1/1/99,100.58
349,2/1/99,100.2957895
350,3/1/99,106.7904348
351,4/1/99,112.2238095
352,5/1/99,106.5215
353,6/1/99,104.5077273
354,7/1/99,115.362381
355,8/1/99,110.6736364
356,9/1/99,117.9842857
357,10/1/99,122.1952381
358,11/1/99,135.2428571
359,12/1/99,147.885
360,1/1/00,146.463
361,2/1/00,133.807
362,3/1/00,141.7026087
363,4/1/00,156.8436842
364,5/1/00,75.75363636
365,6/1/00,50.72181818
366,7/1/00,52.673
367,8/1/00,55.92304348
368,9/1/00,58.2015
369,10/1/00,55.74636364
370,11/1/00,52.04238095
371,12/1/00,51.045
372,1/1/01,46.37047619
373,2/1/01,47.05789474
374,3/1/01,42.32590909
375,4/1/01,44.876
376,5/1/01,50.26136364
377,6/1/01,49.02142857
378,7/1/01,46.24619048
379,8/1/01,41.73913043
380,9/1/01,36.29666667
381,10/1/01,37.64434783
382,11/1/01,39.99857143
383,12/1/01,38.9265
384,1/1/02,38.75190476
385,2/1/02,37.46789474
386,3/1/02,39.5825
387,4/1/02,34.595
388,5/1/02,31.80909091
389,6/1/02,29.767
390,7/1/02,27.98954545
391,8/1/02,31.41727273
392,9/1/02,27.533
393,10/1/02,25.30695652
394,11/1/02,25.388
395,12/1/02,25.84666667
396,1/1/03,24.64761905
397,2/1/03,23.06578947
398,3/1/03,25.17238095
399,4/1/03,28.06
400,5/1/03,28.43714286
401,6/1/03,30.02619048
402,7/1/03,28.18272727
403,8/1/03,28.91571429
404,9/1/03,31.0652381
405,10/1/03,29.40695652
406,11/1/03,28.59421053
407,12/1/03,30.18045455
408,1/1/04,32.674
409,2/1/04,33.10578947
410,3/1/04,31.03391304
411,4/1/04,30.92714286
412,5/1/04,30.382
413,6/1/04,31.96
414,7/1/04,32.67190476
415,8/1/04,32.375
416,9/1/04,33.52238095
417,10/1/04,33.70571429
418,11/1/04,35.49238095
419,12/1/04,36.44545455
420,1/1/05,35.799
421,2/1/05,35.94368421
422,3/1/05,35.78636364
423,4/1/05,35.8647619
424,5/1/05,36.38428571
425,6/1/05,36.14363636
426,7/1/05,34.9785
427,8/1/05,33.94086957
428,9/1/05,33.79047619
429,10/1/05,33.83190476
430,11/1/05,34.83047619
431,12/1/05,35.59238095
432,1/1/06,34.445
433,2/1/06,33.09684211
434,3/1/06,33.74565217
435,4/1/06,34.16736842
436,5/1/06,34.45272727
437,6/1/06,33.825
438,7/1/06,32.851
439,8/1/06,33.29
440,9/1/06,34.566
441,10/1/06,35.68090909
442,11/1/06,35.46619048
443,12/1/06,36.4925
444,1/1/07,37.206
445,2/1/07,35.84789474
446,3/1/07,34.90818182
447,4/1/07,35.3315
448,5/1/07,37.16272727
449,6/1/07,37.89952381
450,7/1/07,39.39809524
451,8/1/07,38.5673913
452,9/1/07,40.21736842
453,10/1/07,41.03391304
454,11/1/07,38.76809524
455,12/1/07,37.1505
456,1/1/08,35.18380952
457,2/1/08,34.3755
458,3/1/08,34.8015
459,4/1/08,34.34954545
460,5/1/08,32.0747619
461,6/1/08,29.0052381
462,7/1/08,27.88454545
463,8/1/08,28.9247619
464,9/1/08,26.36047619
465,10/1/08,20.36130435
466,11/1/08,17.07473684
467,12/1/08,16.88454545
468,1/1/09,14.472
469,2/1/09,10.79
470,3/1/09,9.293636364
471,4/1/09,11.55666667
472,5/1/09,13.4735
473,6/1/09,12.83272727
474,7/1/09,11.76181818
475,8/1/09,14.02333333
476,9/1/09,15.59190476
477,10/1/09,15.79772727
478,11/1/09,15.508
479,12/1/09,15.75454545
